PMC,PMCtitle,PMCabstract,Query_Protein,Query_Drug,ProteinNames,DrugNames,FuzzyMatchProtein,FuzzyMatchDrug,ExactMatchProtein,ExactMatchDrug
PMC11132177,Peripheral neuronal activation shapes the microbiome and alters gut physiology.,"The gastrointestinal (GI) tract is innervated by intrinsic neurons of the enteric nervous system (ENS) and extrinsic neurons of the central nervous system and peripheral ganglia. The GI tract also harbors a diverse microbiome, but interactions between the ENS and the microbiome remain poorly understood. Here, we activate choline acetyltransferase (ChAT)-expressing or tyrosine hydroxylase (TH)-expressing gut-associated neurons in mice to determine effects on intestinal microbial communities and their metabolites as well as on host physiology. The resulting multi-omics datasets support broad roles for discrete peripheral neuronal subtypes in shaping microbiome structure, including modulating bile acid profiles and fungal colonization. Physiologically, activation of either ChAT",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC11001995,Dermal injury drives a skin to gut axis that disrupts the intestinal microbiome and intestinal immune homeostasis in mice.,"The composition of the microbial community in the intestine may influence the functions of distant organs such as the brain, lung, and skin. These microbes can promote disease or have beneficial functions, leading to the hypothesis that microbes in the gut explain the co-occurrence of intestinal and skin diseases. Here, we show that the reverse can occur, and that skin directly alters the gut microbiome. Disruption of the dermis by skin wounding or the digestion of dermal hyaluronan results in increased expression in the colon of the host defense genes Reg3 and Muc2, and skin wounding changes the composition and behavior of intestinal bacteria. Enhanced expression Reg3 and Muc2 is induced in vitro by exposure to hyaluronan released by these skin interventions. The change in the colon microbiome after skin wounding is functionally important as these bacteria penetrate the intestinal epithelium and enhance colitis from dextran sodium sulfate (DSS) as seen by the ability to rescue skin associated DSS colitis with oral antibiotics, in germ-free mice, and fecal microbiome transplantation to unwounded mice from mice with skin wounds. These observations provide direct evidence of a skin-gut axis by demonstrating that damage to the skin disrupts homeostasis in intestinal host defense and alters the gut microbiome.",Q16539,PCA,['RK'],['PCA'],[],[],['RK'],['PCA']
PMC11132177,Peripheral neuronal activation shapes the microbiome and alters gut physiology.,"The gastrointestinal (GI) tract is innervated by intrinsic neurons of the enteric nervous system (ENS) and extrinsic neurons of the central nervous system and peripheral ganglia. The GI tract also harbors a diverse microbiome, but interactions between the ENS and the microbiome remain poorly understood. Here, we activate choline acetyltransferase (ChAT)-expressing or tyrosine hydroxylase (TH)-expressing gut-associated neurons in mice to determine effects on intestinal microbial communities and their metabolites as well as on host physiology. The resulting multi-omics datasets support broad roles for discrete peripheral neuronal subtypes in shaping microbiome structure, including modulating bile acid profiles and fungal colonization. Physiologically, activation of either ChAT",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC11001995,Dermal injury drives a skin to gut axis that disrupts the intestinal microbiome and intestinal immune homeostasis in mice.,"The composition of the microbial community in the intestine may influence the functions of distant organs such as the brain, lung, and skin. These microbes can promote disease or have beneficial functions, leading to the hypothesis that microbes in the gut explain the co-occurrence of intestinal and skin diseases. Here, we show that the reverse can occur, and that skin directly alters the gut microbiome. Disruption of the dermis by skin wounding or the digestion of dermal hyaluronan results in increased expression in the colon of the host defense genes Reg3 and Muc2, and skin wounding changes the composition and behavior of intestinal bacteria. Enhanced expression Reg3 and Muc2 is induced in vitro by exposure to hyaluronan released by these skin interventions. The change in the colon microbiome after skin wounding is functionally important as these bacteria penetrate the intestinal epithelium and enhance colitis from dextran sodium sulfate (DSS) as seen by the ability to rescue skin associated DSS colitis with oral antibiotics, in germ-free mice, and fecal microbiome transplantation to unwounded mice from mice with skin wounds. These observations provide direct evidence of a skin-gut axis by demonstrating that damage to the skin disrupts homeostasis in intestinal host defense and alters the gut microbiome.",Q16539,PCA,['RK'],['PCA'],[],[],['RK'],['PCA']
PMC11132177,Peripheral neuronal activation shapes the microbiome and alters gut physiology.,"The gastrointestinal (GI) tract is innervated by intrinsic neurons of the enteric nervous system (ENS) and extrinsic neurons of the central nervous system and peripheral ganglia. The GI tract also harbors a diverse microbiome, but interactions between the ENS and the microbiome remain poorly understood. Here, we activate choline acetyltransferase (ChAT)-expressing or tyrosine hydroxylase (TH)-expressing gut-associated neurons in mice to determine effects on intestinal microbial communities and their metabolites as well as on host physiology. The resulting multi-omics datasets support broad roles for discrete peripheral neuronal subtypes in shaping microbiome structure, including modulating bile acid profiles and fungal colonization. Physiologically, activation of either ChAT",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC9779658,Antiulcerogenic Potential of the Ethanolic Extract of,"Gastrointestinal diseases, such as peptic ulcers, are caused by a damage in the gastric mucosa provoked by several factors. This stomach injury is regulated by many inflammatory mediators and is commonly treated with proton-pump inhibitors, histamine H2 receptor blockers and antacids. However, various medicinal plants have demonstrated positive effects on gastric ulcer treatment, including plants of the",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC9779658,Antiulcerogenic Potential of the Ethanolic Extract of,"Gastrointestinal diseases, such as peptic ulcers, are caused by a damage in the gastric mucosa provoked by several factors. This stomach injury is regulated by many inflammatory mediators and is commonly treated with proton-pump inhibitors, histamine H2 receptor blockers and antacids. However, various medicinal plants have demonstrated positive effects on gastric ulcer treatment, including plants of the",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC9779658,Antiulcerogenic Potential of the Ethanolic Extract of,"Gastrointestinal diseases, such as peptic ulcers, are caused by a damage in the gastric mucosa provoked by several factors. This stomach injury is regulated by many inflammatory mediators and is commonly treated with proton-pump inhibitors, histamine H2 receptor blockers and antacids. However, various medicinal plants have demonstrated positive effects on gastric ulcer treatment, including plants of the",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC9779658,Antiulcerogenic Potential of the Ethanolic Extract of,"Gastrointestinal diseases, such as peptic ulcers, are caused by a damage in the gastric mucosa provoked by several factors. This stomach injury is regulated by many inflammatory mediators and is commonly treated with proton-pump inhibitors, histamine H2 receptor blockers and antacids. However, various medicinal plants have demonstrated positive effects on gastric ulcer treatment, including plants of the",Q16539,PCA,"['RK', 'p38']",['PCA'],[],[],"['RK', 'p38']",['PCA']
PMC8121251,How Aconiti Radix Cocta can Treat Gouty Arthritis Based on Systematic Pharmacology and UPLC-QTOF-MS/MS.,,Q16539,PCA,"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA'],[],[],"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA']
PMC8121251,How Aconiti Radix Cocta can Treat Gouty Arthritis Based on Systematic Pharmacology and UPLC-QTOF-MS/MS.,,Q16539,PCA,"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA'],[],[],"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA']
PMC8121251,How Aconiti Radix Cocta can Treat Gouty Arthritis Based on Systematic Pharmacology and UPLC-QTOF-MS/MS.,,Q16539,PCA,"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA'],[],[],"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA']
PMC8121251,How Aconiti Radix Cocta can Treat Gouty Arthritis Based on Systematic Pharmacology and UPLC-QTOF-MS/MS.,,Q16539,PCA,"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA'],[],[],"['MAPK14', 'Mitogen-activated protein kinase p38 alpha', 'RK', 'p38']",['PCA']
PMC3207433,Phosphorylation of the kinase interaction motif in mitogen-activated protein (MAP) kinase phosphatase-4 mediates cross-talk between protein kinase A and MAP kinase signaling pathways.,"MAP kinase phosphatase 4 (DUSP9/MKP-4) plays an essential role during placental development and is one of a subfamily of three closely related cytoplasmic dual-specificity MAPK phosphatases, which includes the ERK-specific enzymes DUSP6/MKP-3 and DUSP7/MKP-X. However, unlike DUSP6/MKP-3, DUSP9/MKP-4 also inactivates the p38α MAP kinase both in vitro and in vivo. Here we demonstrate that inactivation of both ERK1/2 and p38α by DUSP9/MKP-4 is mediated by a conserved arginine-rich kinase interaction motif located within the amino-terminal non-catalytic domain of the protein. Furthermore, DUSP9/MKP-4 is unique among these cytoplasmic MKPs in containing a conserved PKA consensus phosphorylation site (55)RRXSer-58 immediately adjacent to the kinase interaction motif. DUSP9/MKP-4 is phosphorylated on Ser-58 by PKA in vitro, and phosphorylation abrogates the binding of DUSP9/MKP-4 to both ERK2 and p38α MAP kinases. In addition, although mutation of Ser-58 to either alanine or glutamic acid does not affect the intrinsic catalytic activity of DUSP9/MKP-4, phospho-mimetic (Ser-58 to Glu) substitution inhibits both the interaction of DUSP9/MKP-4 with ERK2 and p38α in vivo and its ability to dephosphorylate and inactivate these MAP kinases. Finally, the use of a phospho-specific antibody demonstrates that endogenous DUSP9/MKP-4 is phosphorylated on Ser-58 in response to the PKA agonist forskolin and is also modified in placental tissue. We conclude that DUSP9/MKP-4 is a bona fide target of PKA signaling and that attenuation of DUSP9/MKP-4 function can mediate cross-talk between the PKA pathway and MAPK signaling through both ERK1/2 and p38α in vivo.",Q16539,PGA,"['RK', 'p38']",['PGA'],[],[],"['RK', 'p38']",['PGA']
PMC6017033,A Diverse and Versatile Regiospecific Synthesis of Tetrasubstituted Alkylsulfanylimidazoles as p38α Mitogen-Activated Protein Kinase Inhibitors.,An alternative strategy for the synthesis of 1-aryl- and 1-alkyl-2-methylsulfanyl-4-(4-fluorophenyl)-5-(pyridin-4-yl)imidazoles as potential p38α mitogen-activated protein kinase inhibitors is reported. The regioselective,Q16539,XA,"['p38', 'RK', 'p38ALPHA', 'p38']",['XA'],['p38'],[],"['RK', 'p38ALPHA', 'p38']",['XA']
PMC8623081,Identification of Renoprotective Phytosterols from Mulberry (,The aim of this study was to explore the protective effects of bioactive compounds from the fruit of the mulberry tree (,Q16539,XA,"['RK', 'p38']",['XA'],[],[],"['RK', 'p38']",['XA']
PMC10210024,"Synthesis, In Silico Studies, and In Vitro Anti-Inflammatory Activity of Novel Imidazole Derivatives Targeting p38 MAP Kinase.",A series of eight novel,Q16539,XA,"['p38', 'RK', 'p38']",['XA'],['p38'],[],"['RK', 'p38']",['XA']
PMC4200820,Synergistic effect of combinatorial treatment with curcumin and mitomycin C on the induction of apoptosis of breast cancer cells: a cDNA microarray analysis.,"In order to explore the synergistic mechanisms of combinatorial treatment using curcumin and mitomycin C (MMC) for breast cancer, MCF-7 breast cancer xenografts were conducted to observe the synergistic effect of combinatorial treatment using curcumin and MMC at various dosages. The synergistic mechanisms of combinatorial treatment using curcumin and MMC on the inhibition of tumor growth were explored by differential gene expression profile, gene ontology (GO), ingenuity pathway analysis (IPA) and Signal-Net network analysis. The expression levels of selected genes identified by cDNA microarray expression profiling were validated by quantitative RT-PCR (qRT-PCR) and Western blot analysis. Effect of combinatorial treatment on the inhibition of cell growth was observed by MTT assay. Apoptosis was detected by flow cytometric analysis and Hoechst 33258 staining. The combinatorial treatment of 100 mg/kg curcumin and 1.5 mg/kg MMC revealed synergistic inhibition on tumor growth. Among 1501 differentially expressed genes, the expression of 25 genes exhibited an obvious change and a significant difference in 27 signal pathways was observed (p<0.05). In addition, Mapk1 (ERK) and Mapk14 (MAPK p38) had more cross-interactions with other genes and revealed an increase in expression by 8.14- and 11.84-fold, respectively during the combinatorial treatment by curcumin and MMC when compared with the control. Moreover, curcumin can synergistically improve tumoricidal effect of MMC in another human breast cancer MDA-MB-231 cells. Apoptosis was significantly induced by the combinatorial treatment (p<0.05) and significantly inhibited by ERK inhibitor (PD98059) in MCF-7 cells (p<0.05). The synergistic effect of combinatorial treatment by curcumin and MMC on the induction of apoptosis in breast cancer cells may be via the ERK pathway.",Q16539,XA,"['RK', 'MAPK14', 'RK', 'p38']",['XA'],['RK'],[],"['MAPK14', 'RK', 'p38']",['XA']
